Filename	Order	Tags	Blog link	R	G	B	Taken	Quality	Image ID	Downloaded	Raw data link
00c2f6ec-bdde-4483-8a7a-cbb2c925cd17.jpeg	1	Mars, planet, stars, sky, underexposed						1			
d5d70127-2658-4656-aa97-4bfb0daa4734.jpeg	2	Mars, planet, stars, sky, underexposed									
ff4c1510-e4.jpeg	3	Stars, sky, underexposed									
9d6690a4-0ece-49de-88c0-218c81271506.jpeg	4	Mars, stars, sky, underexposed									
ff4c1510-e4d4-4a62-a237-b3b4d20043fb.jpeg	5	Mars, stars, sky, underexposed									
16abd4d1-b88b-465c-986e-09df0602f514.jpeg	6	Moon						1			
78e0e7f0-db55-42c9-aa5e-93d851a0fe28.jpeg	7	Moon									
889279d7-e4a1-48dc-8df4-f032c74b817d.jpeg	8	Lens flare, sky, overexposed									
20180813141922.jpg	9	Lens flare, sky, overexposed									
d02a04ee-7474-44e3-8d83-08f20bc13e00.jpeg	10	Lens flare, sky									
58af771c-a87c-410f-9dd0-1691b0605e84.jpeg	11	Lens flare, sky									
269d5a08-00ec-4447-a2f6-d86623d9c0d0.jpeg	12	Lens flare, sky									
f6731120-9864-469d-8163-ae9fc74ce832.jpeg	13	Lens flare, sky									
745b7fbd-af95-41b6-b866-d4965d1a0e21.jpeg	14	Moon, sky, overexposed									
18e95911-4a0e-48cf-b330-ea3c15fb184b.jpeg	15	Moon, Earth, sky, overexposed									
68005165-b0c5-48fc-83e4-e111b776457e.jpeg	16	Moon, Earth, sky									
e0924ce1-de3d-4148-a694-fe54e6707c29.jpeg	17	Moon, sky									
9902393e-fcf6-4544-852e-0b89b91a4c7d.jpeg	18	Earth, overexposed									
865fbeb5-116d-4f6a-bb86-0a67a09b41ff.jpeg	19	Moon, Earth, sky						4			
66b6f148-ef5f-45f8-bed3-e0d9692ec226.jpeg	20	Moon, sky									
34f0428e-650e-41ba-ad50-380d29bda4f4.jpeg	21	Moon, Earth, sky						4			
7674e07d-96ee-4d22-88b1-2625ab8f4c13.jpeg	22	Moon, sky									
eeaae17b-0726-40b5-a676-623b0fb6b788.jpeg	23	Moon, sky									
c2f1312e-96c9-48ad-9093-39bb19fa8f74.jpeg	24	Moon, sky						4			
97a7aa15-c08a-4f97-9341-460c7a0d81a4.jpeg	25	Moon, sky									
b1afb44d-edfc-4f6e-a186-e3f5579df4a8.jpeg	26	Moon, sky						4			
159c52e4-5357-4ad4-952f-75650a93bf03.jpeg	27	Moon, sky, overexposed									
048a00c8-7a60-4dcd-bfe5-80512793f904.jpeg	28	Moon, sky, overexposed									
b75eb372-779f-43da-8b9b-71b31f970052.jpeg	29	Moon, sky									
758a4666-5518-4327-b9ca-22040612977e.jpeg	30	Sky, underexposed						1			
a4ffe30c-78f9-49f3-aabc-52766aecb212.jpeg	31	Sky, planet, underexposed									
e5479a79-b55d-492d-b014-7342ca67b3ab.jpeg	32	Moon, sky									
a898e33f-e158-47bd-b14e-9817ffd8b75f.jpeg	33	Moon, sky									
8f39ccc2-005e-4726-9662-6b929a616aa8.jpeg	34	Sky, planet, underexposed									
38ebc3bd-2039-471a-aafc-c54dd2c70199.jpeg	35	Moon, sky									
8191d013-7518-4bc9-8bdc-e7f073d635d8.jpeg	36	Moon, sky									
30ea9ad4-2178-4566-ba34-45bbde4212e0.jpeg	37	Moon, sky									
badf022f-89b0-4b33-86ef-a9850b0d36b6.jpeg	38	Moon, sky, underexposed									
def53fab-8c38-4236-96c2-2ac9a250af15.jpeg	39	Sky, planet, underexposed									
4066b0b6-6396-4c6a-9150-13fc2e1f9e61.jpeg	40	Sky, planet, underexposed									
cbda7387-a061-4fdc-9f04-417c3c3b3ad9.jpeg	41	Moon, Earth, sky						4			
994eb34f-d82c-4dd0-bd36-9ac73a75e532.jpeg	42	Timelapse 1, Earthrise, Moon, Earth, sky, underexposed, full Moon	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:33		0x87		
ac44e3e1-4cb6-4672-b23a-c2255cf8cee4.jpeg	43	Timelapse 1, Moon, sky, underexposed, full Moon	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:13		0x85		
9d7372f5-e3fc-447d-a3b5-e2825e69e73e.jpeg	44	Timelapse 1, Moon, sky, underexposed, full Moon	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:23		0x86		
6a4bb124-32ca-4606-aa8e-28c1d595637f.jpeg	45	Timelapse 1, Moon, sky, Earth, underexposed, full Moon	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:43		0x88		
904c6381-0c50-4870-b1ec-6ff593e30e5c.jpeg	46	Timelapse 1, Moon, sky, Earth, underexposed	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:53		0x89		
738a5efe-e58b-4b82-ba47-e57eb149c7f9.jpeg	47	Timelapse 1, Moon, sky, underexposed	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/								
0547fdb0-f0e3-48ca-8e2f-15e42adbee98.jpeg	48	Timelapse 1, Moon, sky, Earth, underexposed	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 09:13		0x8B		
f6229a63-32af-49c2-ab49-9cc2f7b2b4ad.jpeg	49	Lens flare, sky									
ab67d14d-1720-436b-90fe-082c26f19187.jpeg	50	Timelapse 1, 1	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:13		0x85		
a4d7298b-ab19-403d-8e05-4dc458f15807.jpeg	51	Timelapse 1, 3	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:33		0x87		
2b35a3ec-7f69-41f7-96c8-5c62770cafe6.jpeg	52	Timelapse 1, 6	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 09:03		0x8A		
09c97cb2-7f77-4299-bf93-39fe838c3dc1.jpeg	53	Timelapse 1, 7	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 09:13		0x8B		
b492894d-19ac-48ea-8ed5-f5bc000c63a1.jpeg	54	Timelapse 1, 2	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 08:23		0x86		
260a8249-df93-46a8-a749-e1d496d4fbdd.jpeg	55	Timelapse 1, 6	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 09:03		0x8A		
a428004d-8101-4377-b901-39ef75195d5b.jpeg	56	Timelapse 1, 8	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 09:23		0x8C		
402d3067-6757-4421-98b2-7c68b6c5fcac.jpeg	57	Timelapse 1, Moon, sky, Earth	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/				07-11-18 09:33	5	0x8D		
a18472bd-b4ce-481b-9fd1-24e5965c41a2.jpeg	58	Earth, sky, overexposed									
7fbc0ae3-734e-42de-abc9-28ddde0504f0.jpeg	59	Moon, sky, underexposed	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/								
ee7eaea2-d30f-429a-a4b7-e2a0c5000adb.jpeg	60	Moon, sky, underexposed	https://destevez.net/2018/11/november-dslwp-b-images-of-the-moon-and-earth/								
392e04c8-26ed-4749-bf3e-3648ec48ca42.jpeg	61	Moon, sky									
06879ae6-66a5-4fb9-a422-bf94a200ceb7.jpeg	62	Moon									
ef2f75b1-2a55-4293-8d3e-cf8f88c31d50.jpeg	63	Moon									
033303cb-aa75-43df-8867-00611a6ae272.jpeg	64	Moon, sky, overexposed									
1c0de1d2-1655-4c22-84d7-fb0548feedca.jpeg	65	Moon, sky									
9e661f2e-6ac8-4519-b927-5e2dd2295edc.jpeg	66	Moon, sky, Earth, overexposed									
65a37e28-59dd-482c-ae49-76ccee67dd66.jpeg	67	Earth, sky, overexposed									
346dd0dc-b298-41d5-930b-3598c07ea974.jpeg	68	Earth, sky, overexposed									
bff8e95e-1284-4d94-af04-809d0e8f2cdc.jpeg	69	Lens flare, sky, overexposed									
301ed50d-23d0-4864-8262-03cceeaf06e0.jpeg	70	Sky, underexposed									
0303f43a-60dc-45fa-874d-6e16534566b2.jpeg	71	Lens flare, overexposed									
d3c1971a-8cbb-4edd-acad-e60a5949948e.jpeg	72	Moon, sky, overexposed, full Moon									
d46669a0-b1c6-4cdc-8aaa-3937a23bc5dd.jpeg	73	Moon, sky									
d50aa986-9ff2-4fcc-b9ae-937ba201e1a3.jpeg	74	Moon, sky									
d3fc7178-a012-4749-ba24-17afb6b11929.jpeg	75	Timelapse 2, Moon, Earth, sky, full Moon						5			
cd028b42-b686-4383-9587-d8ba633b3596.jpeg	76	Timelapse 2, Moon, Earth, sky, full Moon						5			
44b51882-08a2-43fa-8c82-cd037c7303ab.jpeg	77	Timelapse 2, Moon, Earth, sky, full Moon						5			
281871db-d3a4-48f6-aaa1-4a20b2f0a058.jpeg	78	Timelapse 2, Moon, Earth, sky, full Moon						5			
4fc24d80-c4d2-4eae-a33b-91637094eca4.jpeg	79	Timelapse 2, Moon, Earth, sky, full Moon						5			
974b482f-fee9-4b74-8548-ed8a337879bf.jpeg	80	Timelapse 2, Moon, Earth, sky, full Moon						5			
d2f4665b-880c-4ea0-8611-218ce3c9ca14.jpeg	81	Timelapse 2, Moon, sky, full Moon						4			
5ba8e3de-54fb-46bd-bf54-f79372753ba2.jpeg	82	Timelapse 2, Moon, Earth, sky						4			
b06d0682-c883-4400-90de-8b0a0535071b.jpeg	83	Timelapse 2, Moon, Earth, sky, full Moon						5			
ae30c87a-73be-4660-a626-f0345fe0e880.jpeg	84	Timelapse 2, Moon, Earth, sky						4			
4b793eb1-2742-4876-915f-f05a52d76612.jpeg	85	Timelapse 2, Moon, Earth, sky						4			
d5f16f33-8068-4a89-9d98-d2f928c3fe57.jpeg	86	Timelapse 3, Moon, Earth, sky						4			
949ac6bb-58a6-4c1a-8012-df9ff8dc9f48.jpeg	87	Timelapse 3, Moon, Earth, sky, Earthrise						5			
d67a8275-6ea0-4793-bf8e-7603eb691552.jpeg	88	Timelapse 3, Moon, sky						3			
93f990ae-a0c5-4ea8-b7e5-a6b229965baa.jpeg	89	Timelapse 3, Moon, Earth, sky, overexposed									
30cff69f-5c46-4bb8-8ba3-ce3337331722.jpeg	90	Timelapse 3, Moon, Earth, sky, overexposed									
e968e2f4-035a-49c6-8c77-daf428e833eb.jpeg	91	Timelapse 3, Moon, sky									
9b1c509a-1af6-4b7a-87f6-0efe085e2985.jpeg	92	Sky, planet, stars									
c441fcda-3d75-4e70-9b8b-d46ee90b538c.jpeg	93	Moon, sky									
e57a066f-1a81-441f-aee3-3659a3d2febd.jpeg	94	Moon, sky									
da061413-8934-472b-aeb0-a2d435d404ba.jpeg	95	Moon, sky									
4b097a47-f389-4286-86af-e122555d9d93.jpeg	96	Moon, sky									
6aa3fac3-8793-4f23-9893-a6a9fbbad28b.jpeg	97	Timelapse 4, eclipse, Moon, Earth, sky					02-07-19 18:57	5	0xE2		
094a055f-fadf-4199-a77a-c9f98dd2ed29.jpeg	98	Timelapse 4, eclipse, Moon, Earth, sky					02-07-19 19:33	5	0xE5		
c134923f-6abd-47dd-9f34-5799a107f120.jpeg	99	Timelapse 4, eclipse, Moon, Earth, sky, Earthrise					02-07-19 18:58	5	0xE3		
9e176a1b-fde6-46d7-b7ea-04244d3270d6.jpeg	100	Timelapse 4, eclipse, Moon, Earth, sky, overexposed					02-07-19 19:34	5	0xE6		
4cbc74de-8e9b-491b-880e-91878cba91ea.jpeg	101	Timelapse 4, Moon, sky					02-07-19 19:32	3	0xE4		
a4950e10-f833-45d1-9311-4511ad207933.jpeg	102	Lens flare					04-07-19 07:57	1	0xE9		
83296905-5882-46e0-837c-944ee93c531c.jpeg	103	Moon, sky					30-06-19 06:30		0xDC		
60b486ba-7983-4011-8d9b-f8643d8d36e8.jpeg	104	Timelapse 4, eclipse, Moon, Earth, sky, overexposed	https://destevez.net/2019/07/dslwp-b-activities-for-the-second-week-of-july/				02-07-19 18:56	5	0xE1		
18b6a3fb-092a-48f5-9728-a4fcc6b72a63.jpeg	105	Moon									
727eaf4d-6f0c-407f-97e4-e324d035c3bf.jpeg	106	Moon									
88ab7c84-c1ef-4fd8-81d5-2855a00b0951.jpeg	107	Stars, sky, planet, underexposed									
6243d873-ffcc-436d-86b4-6b8d65acf3fc.jpeg	108	Stars, sky, planet, underexposed									
8affb913-1009-4957-98ea-fab75521de68.jpeg	109	Moon									
f03b8e1a-b6ef-488a-a71c-72f8411c940c.jpeg	110	Stars, sky, planet, underexposed									
7e944f8e-2f6a-4b17-89ca-e1259159e2f0.jpeg	111	Moon						4			
8a6f1144-7d65-4937-864b-255267838be4.jpeg	112	Moon									
e27f4090-c179-4b81-a0ee-1907a4aa645a.jpeg	113	Moon									
063b49d5-97bf-41c5-a06d-5f1e7c8a0454.jpeg	114	Stars, sky, underexposed									
801a2545-4813-43af-bd24-afb933f77e58.jpeg	115	Moon									
e57af514-982d-4211-8a3b-bcbfecdbfbbd.jpeg	116	Lens flare									
42be8475-58a5-4986-a443-ebede86d3a72.jpeg	117	Stars, sky, underexposed									
17a7618b-9aa7-423f-b977-bb6f365e9290.jpeg	118	Moon									
0adc39b2-d8de-43f1-b221-16a7f685a965.jpeg	119	Lens flare									
01cb3fe0-605d-4d85-933b-b487c5d23511.jpeg	120	Moon									
90663e20-e46d-4195-8acb-b26aa63b7140.jpeg	121	Lens flare									
